Year,Stage,stage_num,HomeTeamName,AwayTeamName,HomeTeamGoals,AwayTeamGoals,home_win,rank_diff,team1_win_rate,team2_win_rate,head_to_head,team1_avg_goals,team2_avg_goals,team1_is_host,coach_exp_diff,team1_conf,team2_conf,team1_conf_strength,team2_conf_strength,conf_strength_diff,team1_recent_form,team2_recent_form,form_diff
2002,Quarter-finals,3,England,Brazil,1,2,0,6,0.6,0.8823529411764706,0.5,1.8,2.2,0,0,UEFA,CONMEBOL,0.54,0.58,-0.039999999999999925,0.8,0.6,0.20000000000000007
2002,Round of 16,2,Germany,Paraguay,1,0,1,-14,0.7692307692307693,0.5,0.5,2.2,1.5,0,-1,UEFA,CONMEBOL,0.54,0.58,-0.039999999999999925,0.75,0.35,0.4
2002,Group H,0,Belgium,Russia,3,2,1,-6,0.6,0.4,0.5,1.4,2.2,0,0,UEFA,UEFA,0.54,0.54,0.0,0.7,0.75,-0.050000000000000044
2002,Round of 16,2,Brazil,Belgium,2,0,1,-16,0.8823529411764706,0.6,0.5,2.2,1.4,0,0,CONMEBOL,UEFA,0.58,0.54,0.039999999999999925,0.6,0.7,-0.09999999999999998
2002,Quarter-finals,3,Senegal,Turkey,0,1,0,18,0.5,0.8,0.5,1.0,1.6,0,1,CAF,UEFA,0.34,0.54,-0.2,0.65,0.7,-0.04999999999999993
2002,Third place,4,Korea Republic,Turkey,2,3,0,11,0.2857142857142857,0.8,0.5,1.2,1.6,0,1,AFC,UEFA,0.35,0.54,-0.19000000000000006,0.6,0.7,-0.09999999999999998
2002,Group F,0,Sweden,Nigeria,2,1,1,-4,0.6,0.4444444444444444,0.5,2.2,1.4,0,0,UEFA,CAF,0.54,0.34,0.2,0.95,0.65,0.29999999999999993
2002,Semi-finals,4,Brazil,Turkey,1,0,1,-8,0.8823529411764706,0.8,0.5,2.2,1.6,0,0,CONMEBOL,UEFA,0.58,0.54,0.039999999999999925,0.6,0.7,-0.09999999999999998
2002,Round of 16,2,Sweden,Senegal,1,2,0,-2,0.6,0.5,0.5,2.2,1.0,0,-1,UEFA,CAF,0.54,0.34,0.2,0.95,0.65,0.29999999999999993
2002,Quarter-finals,3,Germany,USA,1,0,1,-6,0.7692307692307693,0.3333333333333333,1.0,2.2,1.2,0,0,UEFA,CONCACAF,0.54,0.38,0.16000000000000003,0.75,0.45,0.3
2002,Round of 16,2,Korea Republic,Italy,2,1,1,7,0.2857142857142857,0.8,0.5,1.2,1.8,0,1,AFC,UEFA,0.35,0.54,-0.19000000000000006,0.6,0.8,-0.20000000000000007
